0	0	2.5548e-08
0	1	2.59751e-08
0	2	2.55876e-08
0	3	2.31329e-08
0	4	1.93933e-08
0	5	1.52829e-08
0	6	1.1433e-08
0	7	8.17734e-09
0	8	5.6227e-09
0	9	3.73106e-09
0	10	2.39676e-09
0	11	1.49451e-09
0	12	9.06425e-10
0	13	5.35644e-10
0	14	3.08934e-10
0	15	1.74128e-10
0	16	9.6035e-11
0	17	5.19048e-11
0	18	2.75491e-11
0	19	1.44181e-11
0	20	7.52574e-12
0	21	4.05021e-12
0	22	2.44469e-12
0	23	1.90061e-12
0	24	2.02932e-12
0	25	2.68224e-12
0	26	3.85315e-12
0	27	5.62594e-12
0	28	8.14694e-12
0	29	1.16084e-11
0	30	1.62365e-11
0	31	2.2273e-11
0	32	2.99609e-11
0	33	3.95187e-11
0	34	5.111e-11
0	35	6.48203e-11
0	36	8.06118e-11
0	37	9.83007e-11
0	38	1.1755e-10
0	39	1.37841e-10
0	40	1.58494e-10
0	41	1.78716e-10
0	42	1.97602e-10
0	43	2.14234e-10
0	44	2.27763e-10
0	45	2.37431e-10
0	46	2.4268e-10
0	47	2.4322e-10
0	48	2.38991e-10
0	49	2.30229e-10
0	50	2.17452e-10
0	51	2.01344e-10
0	52	1.82747e-10
0	53	1.62599e-10
0	54	1.41804e-10
0	55	1.21205e-10
0	56	1.0154e-10
0	57	8.33664e-11
0	58	6.70755e-11
0	59	5.28832e-11
0	60	4.08533e-11
0	61	3.09316e-11
0	62	2.29667e-11
0	63	1.67516e-11
0	64	1.20694e-11
0	65	8.72985e-12
0	66	6.61955e-12
0	67	5.77404e-12
0	68	6.49444e-12
0	69	9.54525e-12
0	70	1.64998e-11
0	71	3.03341e-11
0	72	5.64039e-11
0	73	1.04034e-10
0	74	1.88966e-10
0	75	3.3698e-10
0	76	5.89033e-10
0	77	1.00768e-09
0	78	1.68487e-09
0	79	2.74969e-09
0	80	4.37207e-09
0	81	6.76028e-09
0	82	1.01436e-08
0	83	1.47259e-08
0	84	2.06127e-08
0	85	2.76992e-08
0	86	3.55122e-08
0	87	4.30707e-08
0	88	4.8802e-08
0	89	5.06887e-08
0	90	4.70879e-08

1	0	3.98674e-08
1	1	4.30508e-08
1	2	4.14502e-08
1	3	3.66652e-08
1	4	3.02979e-08
1	5	2.36608e-08
1	6	1.76039e-08
1	7	1.25523e-08
1	8	8.61827e-09
1	9	5.71779e-09
1	10	3.67602e-09
1	11	2.2956e-09
1	12	1.39517e-09
1	13	8.26604e-10
1	14	4.78117e-10
1	15	2.70342e-10
1	16	1.496e-10
1	17	8.11239e-11
1	18	4.31718e-11
1	19	2.25964e-11
1	20	1.16947e-11
1	21	6.0804e-12
1	22	3.31763e-12
1	23	2.10393e-12
1	24	1.77345e-12
1	25	2.01505e-12
1	26	2.71755e-12
1	27	3.88455e-12
1	28	5.59003e-12
1	29	7.95456e-12
1	30	1.11272e-11
1	31	1.52717e-11
1	32	2.05558e-11
1	33	2.71303e-11
1	34	3.51065e-11
1	35	4.4545e-11
1	36	5.54212e-11
1	37	6.76041e-11
1	38	8.08639e-11
1	39	9.48434e-11
1	40	1.09066e-10
1	41	1.22987e-10
1	42	1.35984e-10
1	43	1.47412e-10
1	44	1.56693e-10
1	45	1.6331e-10
1	46	1.66864e-10
1	47	1.67168e-10
1	48	1.64191e-10
1	49	1.58085e-10
1	50	1.49219e-10
1	51	1.38076e-10
1	52	1.25227e-10
1	53	1.11328e-10
1	54	9.70065e-11
1	55	8.2836e-11
1	56	6.93228e-11
1	57	5.68536e-11
1	58	4.56925e-11
1	59	3.59838e-11
1	60	2.77692e-11
1	61	2.10106e-11
1	62	1.56079e-11
1	63	1.14308e-11
1	64	8.35631e-12
1	65	6.30798e-12
1	66	5.31693e-12
1	67	5.61949e-12
1	68	7.82619e-12
1	69	1.3217e-11
1	70	2.42573e-11
1	71	4.54884e-11
1	72	8.49579e-11
1	73	1.56599e-10
1	74	2.83816e-10
1	75	5.04719e-10
1	76	8.79826e-10
1	77	1.50124e-09
1	78	2.50422e-09
1	79	4.07868e-09
1	80	6.47485e-09
1	81	1.00008e-08
1	82	1.49987e-08
1	83	2.17847e-08
1	84	3.05412e-08
