0.01	0.01	0	0
0.01	0.02	0	0
0.01	0.03	0	0
0.01	0.04	0	0
0.01	0.05	0	0
0.01	0.06	0	0
0.01	0.07	0	0
0.01	0.08	0	0
0.01	0.09	0	0
0.01	0.1	0	0
0.01	0.11	0	0
0.01	0.12	0	0
0.01	0.13	0	0
0.01	0.14	0	0
0.01	0.15	0	0
0.01	0.16	0	0
0.01	0.17	0	0
0.01	0.18	0	0
0.01	0.19	0	0
0.01	0.2	0	0
0.01	0.21	0	0
0.01	0.22	0	0
0.01	0.23	0	0
0.01	0.24	0	0
0.01	0.25	0	0
0.01	0.26	0	0
0.01	0.27	0	0
0.01	0.28	0	0
0.01	0.29	0	0
0.01	0.3	0	0
0.01	0.31	0	0
0.01	0.32	0	0
0.01	0.33	0	0
0.01	0.34	0	0
0.01	0.35	0	0
0.01	0.36	0	0
0.01	0.37	0	0
0.01	0.38	0	0
0.01	0.39	0	0
0.01	0.4	0	0
0.01	0.41	0	0
0.01	0.42	0	0
0.01	0.43	0	0
0.01	0.44	0	0
0.01	0.45	0	0
0.01	0.46	0	0
0.01	0.47	0	0
0.01	0.48	0	0
0.01	0.49	0	0
0.01	0.5	0	0
0.01	0.51	0	0
0.01	0.52	0	0
0.01	0.53	0	0
0.01	0.54	0	0
0.01	0.55	0	0
0.01	0.56	-6.73085	0.0115229
0.01	0.57	-13.0953	-0.0116604
0.01	0.58	-19.0677	-0.0641448
0.01	0.59	-24.6432	-0.142759
0.01	0.6	-29.8214	-0.244751
0.01	0.61	-34.6028	-0.36696
0.01	0.62	-38.9883	-0.505547
0.01	0.63	-42.9785	-0.655975
0.01	0.64	-46.5742	-0.813114
0.01	0.65	-49.7755	-0.971427
0.01	0.66	-52.5826	-1.12519
0.01	0.67	-54.9954	-1.26877
0.01	0.68	-57.0135	-1.39682
0.01	0.69	-58.636	-1.50458
0.01	0.7	-59.8622	-1.58807
0.01	0.71	-60.691	-1.64425
0.01	0.72	-61.1213	-1.67115
0.01	0.73	-61.1518	-1.66795
0.01	0.74	-60.7813	-1.63502
0.01	0.75	-60.0087	-1.57386
0.01	0.76	-58.8329	-1.48703
0.01	0.77	-57.2531	-1.37804
0.01	0.78	-55.2686	-1.25119
0.01	0.79	-52.8788	-1.11135
0.01	0.8	-50.0835	-0.963762
0.01	0.81	-46.8829	-0.813779
0.01	0.82	-43.277	-0.666656
0.01	0.83	-39.2665	-0.527295
0.01	0.84	-34.8521	-0.400037
0.01	0.85	-30.0345	-0.288462
0.01	0.86	-24.8149	-0.195185
0.01	0.87	-19.1948	-0.121607
0.01	0.88	-13.1768	-0.0674353
0.01	0.89	-6.76862	-0.0296129

0.02	0.01	0	0
0.02	0.02	0	0
0.02	0.03	0	0
0.02	0.04	0	0
0.02	0.05	0	0
0.02	0.06	0	0
0.02	0.07	0	0
0.02	0.08	0	0
0.02	0.09	0	0
0.02	0.1	0	0
0.02	0.11	0	0
0.02	0.12	0	0
0.02	0.13	0	0
0.02	0.14	0	0
0.02	0.15	0	0
0.02	0.16	0	0
0.02	0.17	0	0
0.02	0.18	0	0
0.02	0.19	0	0
0.02	0.2	0	0
0.02	0.21	0	0
0.02	0.22	0	0
0.02	0.23	0	0
0.02	0.24	0	0
0.02	0.25	0	0
0.02	0.26	0	0
0.02	0.27	0	0
0.02	0.28	0	0
0.02	0.29	0	0
0.02	0.3	0	0
0.02	0.31	0	0
0.02	0.32	0	0
0.02	0.33	0	0
0.02	0.34	0	0
0.02	0.35	0	0
0.02	0.36	0	0
0.02	0.37	0	0
0.02	0.38	0	0
0.02	0.39	0	0
0.02	0.4	0	0
0.02	0.41	0	0
0.02	0.42	0	0
